Symbol,Series,Date,Prev Close,Open Price,High Price,Low Price,Last Price,Close Price,Average Price,Total Traded Quantity,Turnover,No. of Trades,Deliverable Qty,% Dly Qt to Traded Qty
SBIN,EQ,02-Jan-2018,307.1,309,309,301.35,303,303.25,304,14797364,4498328483.15,100195,5698196,38.51
SBIN,EQ,03-Jan-2018,303.25,305.3,306.45,302.15,302.8,302.85,304.32,13857373,4217070488.8,117207,6941140,50.09
SBIN,EQ,04-Jan-2018,302.85,304.5,310.2,303.15,309.25,308.5,307.63,24517099,7542211202.6,140513,10508054,42.86
SBIN,EQ,05-Jan-2018,308.5,311.4,311.4,305.6,307.25,306.35,308.05,14580575,4491543989.4,91829,4896408,33.58
SBIN,EQ,08-Jan-2018,306.35,307.2,309.5,305,306.05,305.8,306.58,13557197,4156338432.45,108289,7093201,52.32
SBIN,EQ,09-Jan-2018,305.8,307.5,309.5,303.3,303.9,304.3,305.88,15574755,4763934527.15,110914,6339261,40.7
SBIN,EQ,10-Jan-2018,304.3,304.65,305.85,300,301.05,301.1,302.25,13064599,3948825009.45,122547,5378392,41.17
SBIN,EQ,11-Jan-2018,301.1,300.9,303,300,302.15,302.2,301.97,12299087,3713982807.4,93067,5685528,46.23
SBIN,EQ,12-Jan-2018,302.2,304.65,304.65,300.55,302.5,302.25,302.54,17594228,5322941475.65,101812,10646451,60.51
SBIN,EQ,15-Jan-2018,302.25,303.95,305.25,301.55,302.4,302.6,303.54,18189668,5521232962.65,166873,9466500,52.04
SBIN,EQ,16-Jan-2018,302.6,302.4,303.35,295.3,297.2,296.15,299.15,18040940,5396948551.05,152490,8935321,49.53
SBIN,EQ,17-Jan-2018,296.15,296,308.4,292.6,308.1,307.1,302.54,26277307,7950009846.8,206178,9138976,34.78
SBIN,EQ,18-Jan-2018,307.1,315,317.8,300.5,304.8,303.25,309.57,40000111,12382743470.4,224468,16500702,41.25
SBIN,EQ,19-Jan-2018,303.25,303.95,310,302.5,308.8,309.25,307.18,18461642,5671084211.4,113020,6840931,37.05
SBIN,EQ,22-Jan-2018,309.25,308.35,308.75,304.05,306.3,306.5,306.55,12622645,3869442515.3,95105,5777289,45.77
SBIN,EQ,23-Jan-2018,306.5,306.4,320.55,306.35,318.55,318.1,313.81,35252217,11062384635.45,251611,16363848,46.42
SBIN,EQ,24-Jan-2018,318.1,317.7,331.6,316.2,330.45,329.9,323.97,38070520,12333761888.1,256952,9689477,25.45
SBIN,EQ,25-Jan-2018,329.9,332.75,332.75,311.85,311.9,313.15,317.75,42466150,13493553239.45,247996,10968155,25.83
SBIN,EQ,29-Jan-2018,313.15,313.15,316.9,311,313,312.1,313.59,23600898,7401009350.25,137291,9996472,42.36
SBIN,EQ,30-Jan-2018,312.1,312.05,318.85,311,313.5,313.55,314.86,25810404,8126695765.7,152647,9316567,36.1
SBIN,EQ,31-Jan-2018,313.55,313,316.6,307.85,314.5,313.25,312.32,16409938,5125207140.7,122582,4549979,27.73
SBIN,EQ,01-Feb-2018,313.25,316.9,317.4,305,305.4,306.05,310.67,19515991,6063026765.65,163804,6684417,34.25
SBIN,EQ,02-Feb-2018,306.05,302.9,305.75,295.5,295.8,297.35,300.07,23274673,6984012072.3,156709,7281514,31.29
SBIN,EQ,05-Feb-2018,297.35,292.65,300.4,290,299,298.05,295.64,18940578,5599667758.65,134857,5090174,26.87
SBIN,EQ,06-Feb-2018,298.05,285,297.3,282.9,294.6,291.75,289.73,30577218,8859222865.85,241764,14119757,46.18
SBIN,EQ,07-Feb-2018,291.75,296.6,297.9,290,292.1,292.8,293.38,21463818,6297080225.25,161931,7255476,33.8
SBIN,EQ,08-Feb-2018,292.8,292.9,303.3,292.55,302.25,301.4,298.6,18932796,5653382508.9,125388,5457942,28.83
SBIN,EQ,09-Feb-2018,301.4,297,300.6,295,295.4,296.4,297.71,15750824,4689107088.2,116844,4000394,25.4
SBIN,EQ,12-Feb-2018,296.4,288.25,292.4,285.15,290.1,288.75,289.3,50839665,14707862290.45,317117,20849303,41.01
SBIN,EQ,14-Feb-2018,288.75,288.7,288.7,275,275.5,276.2,280.99,45641149,12824620930.9,327073,23002842,50.4
SBIN,EQ,15-Feb-2018,276.2,274.8,282.3,274.25,279.1,278.7,279.14,26058237,7273787833.8,174992,5995020,23.01
SBIN,EQ,16-Feb-2018,278.7,280.5,281.2,270.05,271.4,271.65,273.95,30338112,8310986402.2,246246,13892054,45.79
SBIN,EQ,19-Feb-2018,271.65,271.5,272,256.65,269.6,268.5,263.87,43847791,11570187946.8,298814,14903513,33.99
SBIN,EQ,20-Feb-2018,268.5,269,274.2,264.8,269.5,269.65,269.54,33458021,9018342750.35,183760,8011451,23.94
SBIN,EQ,21-Feb-2018,269.65,272.2,274.1,267.4,273.15,273.3,271.18,23714454,6430819672.4,146297,7907009,33.34
SBIN,EQ,22-Feb-2018,273.3,270.4,273.6,269.45,272.5,272.6,272.38,25584062,6968689323.55,127523,12588526,49.2
SBIN,EQ,23-Feb-2018,272.6,273.45,277.2,272.5,276.4,276.05,275.6,15482147,4266815890.25,125599,5901999,38.12
SBIN,EQ,26-Feb-2018,276.05,280,280,273.85,274.3,274.45,275.75,15306032,4220575082.3,112427,4648573,30.37
SBIN,EQ,27-Feb-2018,274.45,273,275.9,265.95,267.7,267.6,269.55,20824909,5613362241.75,153426,5855629,28.12
SBIN,EQ,28-Feb-2018,267.6,264.25,269.7,260.8,267.95,268,266.14,26810799,7135336059.85,185589,10131488,37.79
SBIN,EQ,01-Mar-2018,268,266.3,270,261.25,262.2,262.15,264.62,22859175,6049016897.4,173004,7121896,31.16
SBIN,EQ,05-Mar-2018,262.15,260.45,265,258.75,263.15,263.5,262.51,18484565,4852294099.45,146913,4941066,26.73
SBIN,EQ,06-Mar-2018,263.5,265.85,266,255,255.35,256.55,261.43,20778164,5431995774.8,147230,6144299,29.57
SBIN,EQ,07-Mar-2018,256.55,255.05,255.35,246.05,246.7,246.65,248.97,31262500,7783271191.95,180424,11540402,36.91
SBIN,EQ,08-Mar-2018,246.65,247,257.95,244.3,256.65,256.8,251.48,33133336,8332437261.75,171219,7379164,22.27
SBIN,EQ,09-Mar-2018,256.8,257,257.4,251.65,253.65,253.25,253.89,21536191,5467877285.85,131269,4942046,22.95
SBIN,EQ,12-Mar-2018,253.25,254.1,255.25,247.25,253.55,252.85,250.26,25332474,6339809854.5,131673,9282597,36.64
SBIN,EQ,13-Mar-2018,252.85,251.3,262.4,249.6,254.1,254.7,257.1,37647221,9679284350.25,181837,9051093,24.04
SBIN,EQ,14-Mar-2018,254.7,252.5,257.85,250,257.8,257.05,253.76,25471485,6463746575,131180,5180196,20.34
SBIN,EQ,15-Mar-2018,257.05,257,258.8,252.55,253.25,253.7,255.63,18339890,4688276846.9,90568,4790127,26.12
SBIN,EQ,16-Mar-2018,253.7,250.65,255.7,250.1,252.7,252.3,253.17,25728297,6513583560.35,150302,8928872,34.7
SBIN,EQ,19-Mar-2018,252.3,252.9,253.6,246.1,247.9,247.95,248.8,18167594,4520035974.55,112744,5411024,29.78
SBIN,EQ,20-Mar-2018,247.95,246.85,252.25,245.35,250,249.1,249.43,20556571,5127356465,127033,5243145,25.51
SBIN,EQ,21-Mar-2018,249.1,251.75,254.3,247.1,247.45,248,251.2,19533972,4906986303.65,103548,5109329,26.16
SBIN,EQ,22-Mar-2018,248,247,247.35,240.65,241.5,241.55,243.47,26828240,6531830043.1,169794,9464888,35.28
SBIN,EQ,23-Mar-2018,241.55,237.8,239.65,232.35,234.7,234.8,234.77,27150262,6374113933.75,205532,10551407,38.86
SBIN,EQ,26-Mar-2018,234.8,234.75,247.85,234.25,247.2,246.5,241.69,30373940,7341009624.05,191534,8518273,28.04
SBIN,EQ,27-Mar-2018,246.5,250,255.5,248,253.4,254.35,252.05,31205051,7865111417.45,186644,8200394,26.28
SBIN,EQ,28-Mar-2018,254.35,252,256.2,248.7,249.25,249.9,251.61,36673566,9227549855.35,167989,14627534,39.89
SBIN,EQ,02-Apr-2018,249.9,251.8,252,244.9,246,246.15,247.21,14993188,3706522223.15,107701,2746163,18.32
SBIN,EQ,03-Apr-2018,246.15,249.55,252.8,248.25,250.95,250.5,250.35,19883309,4977777337.45,113047,3126786,15.73
SBIN,EQ,04-Apr-2018,250.5,251.7,253,245.5,246.7,247.3,249.33,18824449,4693472178,109181,5025914,26.7
SBIN,EQ,05-Apr-2018,247.3,252.6,261.9,250,260.8,259.3,255,22880821,5834535910.45,154532,6073885,26.55
SBIN,EQ,06-Apr-2018,259.3,259.65,261.45,254.85,258.75,259.7,258.38,24868860,6425622724.8,187342,5294380,21.29
SBIN,EQ,09-Apr-2018,259.7,260.65,262.75,257.6,259.85,260.65,260.74,20208874,5269269033.9,122085,3379791,16.72
SBIN,EQ,10-Apr-2018,260.65,261.1,265,258.5,263.15,263.3,261.62,21201141,5546737416.55,128190,5747671,27.11
SBIN,EQ,11-Apr-2018,263.3,263,263,256.3,257.4,257.05,258.33,14885838,3845480565.95,99011,3275288,22
SBIN,EQ,12-Apr-2018,257.05,257.5,257.5,252.25,253.9,253.8,254.2,18660913,4743665844.95,102493,5895247,31.59
SBIN,EQ,13-Apr-2018,253.8,254,255.95,249.7,250.8,250.95,252.57,25654020,6479417245.2,123494,9468922,36.91
SBIN,EQ,16-Apr-2018,250.95,249.35,251.3,247.1,249,249,249.11,16408377,4087502696.65,91738,5294767,32.27
SBIN,EQ,17-Apr-2018,249,251.4,252.5,246.6,248.15,248.15,249.5,15922452,3972609555.4,101479,2950065,18.53
SBIN,EQ,18-Apr-2018,248.15,249.5,249.9,245.3,247,246.45,247.67,16142387,3997987081.7,137163,4858565,30.1
SBIN,EQ,19-Apr-2018,246.45,247.1,248.45,245.2,246.7,246.15,246.67,13166927,3247907090.1,79014,4303771,32.69
SBIN,EQ,20-Apr-2018,246.15,245.85,245.85,239.5,241.85,241.2,241.56,15546939,3755498694.95,115151,4192843,26.97
SBIN,EQ,23-Apr-2018,241.2,241.9,244.85,239.3,242.4,242.45,242.55,12111837,2937773831.95,75286,1777265,14.67
SBIN,EQ,24-Apr-2018,242.45,242,243.4,239.6,240.7,240.6,241.32,9486349,2289252617.7,69116,2576677,27.16
SBIN,EQ,25-Apr-2018,240.6,239.7,240.75,236.75,237.5,237.2,238.78,13124853,3134016872.9,83988,4613328,35.15
SBIN,EQ,26-Apr-2018,237.2,238.4,238.8,232.5,233.25,233.2,234.73,24495144,5749736201.9,151982,13423891,54.8
SBIN,EQ,27-Apr-2018,233.2,233.25,245.8,233.25,243.2,242.6,242.46,31401889,7613775143.95,203123,9874140,31.44
SBIN,EQ,30-Apr-2018,242.6,244.8,249.7,244.5,246.05,246.4,247.11,17263193,4265822592.05,102753,2700671,15.64
SBIN,EQ,02-May-2018,246.4,245.9,246.3,239.75,241.2,241,242.08,12887066,3119704302.3,96574,4227660,32.81
SBIN,EQ,03-May-2018,241,240.95,243.4,238.75,241.6,241.9,241.21,12939642,3121136580.75,82594,2019303,15.61
SBIN,EQ,04-May-2018,241.9,243.5,243.9,240.35,241.75,241.95,242.15,12777310,3094082509.5,69129,3625601,28.38
SBIN,EQ,07-May-2018,241.95,242.45,248.2,242.05,247.2,246.5,245.59,15122614,3713934995.7,93517,4383629,28.99
SBIN,EQ,08-May-2018,246.5,248,252.6,244.6,250.3,250.05,249.25,23293920,5806000775.85,138529,7027660,30.17
SBIN,EQ,09-May-2018,250.05,249.8,249.8,246.3,248.1,248,247.83,11429823,2832630206,66742,2768055,24.22
SBIN,EQ,10-May-2018,248,248.25,250.2,246.3,247.1,247.95,247.98,13160967,3263722258.1,72818,3796691,28.85
SBIN,EQ,11-May-2018,247.95,247.6,251.6,246.05,250.8,250.35,248.66,11958589,2973624794.3,64606,3453778,28.88
SBIN,EQ,14-May-2018,250.35,249.95,255.8,248.15,252.4,253.6,253.57,18673849,4735131637.3,97405,6744179,36.12
SBIN,EQ,15-May-2018,253.6,253,257.45,245.9,246.55,248,252.61,18026861,4553828068.85,114730,4624572,25.65
SBIN,EQ,16-May-2018,248,245.5,248.7,240.6,242.9,243.1,244.2,17222004,4205592220.35,103543,3022936,17.55
SBIN,EQ,17-May-2018,243.1,244.2,246,241.15,242.55,242.7,244.1,11721064,2861108093.2,73063,2745560,23.42
SBIN,EQ,18-May-2018,242.7,243,244,237.85,239.6,238.85,240.29,11873041,2852923901.75,110146,3511677,29.58
SBIN,EQ,21-May-2018,238.85,243.55,245.75,240.3,244.5,244.45,243.18,18780730,4567025698.1,112369,3998617,21.29
SBIN,EQ,22-May-2018,244.45,243.65,259.7,241,255.7,253.9,250.57,68713602,17217750570.45,363023,14085733,20.5
SBIN,EQ,23-May-2018,253.9,254.65,269.75,254.3,263.45,263.2,265.25,71202072,18886291768.45,422897,19887271,27.93
SBIN,EQ,24-May-2018,263.2,263.85,269.7,260.65,268.8,268.5,266.17,34679642,9230555943.3,184520,9303234,26.83
SBIN,EQ,25-May-2018,268.5,267.8,268.4,262.55,267,266.95,265.26,22317308,5919849331.25,135789,5234947,23.46
SBIN,EQ,28-May-2018,266.95,267.4,274.2,266.05,271.95,272.05,270.84,18959368,5134879729.85,134180,4671985,24.64
SBIN,EQ,29-May-2018,272.05,270.5,270.95,262.8,263.65,264.3,266.1,16107543,4286244458.75,115411,4505039,27.97
SBIN,EQ,30-May-2018,264.3,260.5,268,259.95,266.95,267.15,264.32,19320209,5106785146.5,108400,4004967,20.73
SBIN,EQ,31-May-2018,267.15,266.85,274.8,263.15,270,269.55,267.78,31935892,8551910934.1,152047,15354442,48.08
SBIN,EQ,01-Jun-2018,269.55,269.25,269.8,264.6,267,266.7,266.65,16574717,4419690026,130807,5927689,35.76
SBIN,EQ,04-Jun-2018,266.7,268,268.35,261.3,263.2,263,264.38,12933824,3419501658.65,88328,3200230,24.74
SBIN,EQ,05-Jun-2018,263,260.9,265.25,260.9,263.25,263.55,263.48,14102731,3715720448.05,121807,3555671,25.21
SBIN,EQ,06-Jun-2018,263.55,263,271.4,262.2,270.25,270.15,267.41,18315171,4897656563.1,138946,3758104,20.52
SBIN,EQ,07-Jun-2018,270.15,271.05,272.9,268.4,269.55,269.65,270.87,18773700,5085315657.8,116128,3429321,18.27
SBIN,EQ,08-Jun-2018,269.65,268.95,273.9,267,273,273,270.5,14096549,3813112966.6,93897,1782413,12.64
SBIN,EQ,11-Jun-2018,273,273.3,278.4,273.15,273.6,274,276.37,18219428,5035305157.45,141047,5439236,29.85
SBIN,EQ,12-Jun-2018,274,274,284.4,274,284,282.85,279.19,31358021,8754912651.8,214059,12380631,39.48
SBIN,EQ,13-Jun-2018,282.85,284,289.65,283.65,287.3,287.7,287.25,26748300,7683432202.2,252647,7854743,29.37
SBIN,EQ,14-Jun-2018,287.7,286.55,286.55,281.3,282.85,282.6,282.97,18513730,5238798929.95,123178,5276486,28.5
SBIN,EQ,15-Jun-2018,282.6,282.75,283.45,276.6,277.85,277.45,279.23,16949917,4732905446.35,116041,5989701,35.34
SBIN,EQ,18-Jun-2018,277.45,278,279.75,275.45,276.6,276.85,277.04,13542420,3751802372.3,113699,5254296,38.8
SBIN,EQ,19-Jun-2018,276.85,276,276.7,269.75,272.5,272.6,273.05,20726975,5659492919.35,112990,8449618,40.77
SBIN,EQ,20-Jun-2018,272.6,273.2,274.75,271.1,273.2,273.3,273,14002946,3822759464.9,99962,4571626,32.65
SBIN,EQ,21-Jun-2018,273.3,274.75,274.75,268.1,268.8,268.65,270.59,12954943,3505449721,118737,4002946,30.9
SBIN,EQ,22-Jun-2018,268.65,269,273.7,265.75,273,273.05,270.13,20784133,5614420822.75,189076,7311479,35.18
SBIN,EQ,25-Jun-2018,273.05,271.85,273.15,267.2,268.5,268.45,270.3,10934401,2955598079.7,90277,2068518,18.92
