"p_symbol","last_close","last_volume","avg_volume","pct_change_1_day","pct_change_1_week","pct_change_1_month","pct_change_3_months","pct_change_1_year","sma_5","ema_5","sma_13","ema_13","sma_20","ema_20","sma_34","ema_34","sma_50","ema_50","sma_89","ema_89","sma_200","ema_200","bband_upper","bband_lower","bband_mid","macd","macd_signal","macd_hist","adx","dmi_plus","dmi_minus","rsi","stoch_k","stoch_d","cci","psar","true_range","atr","williams_r","trix","stochrsi_k","stochrsi_d","momentum","candle","p_date"
"HIRECT","109.25","3301.00","7907.66","-4.96","-9.03","-22.24","-7.92","-2.19","114.43","114.44","120.66","119.67","124.99","122.14","128.01","123.85","124.65","124.33","122.94","125.02","128.99","124.00","140.39","109.59","124.99","-4.03","-2.04","-1.99","31.67","6.25","24.36","30.95","28.63","30.94","-111.28","132.00","17.40","9.87","-84.68","0.08","0.00","38.94","-31.25","","2018-10-05"
"HISARMETAL","52.00","184.00","9591.42","-1.42","-7.56","-16.13","-9.64","-31.31","53.29","53.41","55.73","55.39","57.26","56.68","59.59","58.36","60.20","59.77","61.91","63.19","76.67","73.31","63.21","51.32","57.27","-2.34","-1.89","-0.45","10.40","19.69","22.34","35.74","35.96","35.61","-53.08","55.65","2.50","3.18","-92.70","-0.19","10.18","46.72","-10.00","","2018-10-05"
"HITECH","244.75","41015.00","32774.10","1.81","-5.52","-15.79","-21.30","11.81","252.98","251.89","278.53","270.30","292.84","278.73","289.90","287.53","294.66","294.78","310.21","307.94","345.90","309.95","361.46","224.22","292.84","-14.57","-7.80","-6.78","25.18","13.24","20.65","35.71","28.30","35.89","-72.29","290.40","31.45","27.15","-87.17","-0.20","23.95","14.48","-45.90","","2018-10-05"
"HITECHCORP","90.85","1052.00","4541.44","0.61","-10.84","-27.17","-33.86","-46.65","94.09","94.07","102.81","101.73","109.48","106.86","117.41","114.25","124.38","120.14","133.84","129.53","149.24","145.80","132.47","86.49","109.48","-9.51","-7.96","-1.55","56.43","3.88","38.75","17.51","20.06","16.61","-90.77","99.06","6.40","5.23","-83.52","-0.44","23.65","7.88","-33.90","","2018-10-05"
"HITECHGEAR","390.65","2199.00","9220.82","-2.86","-9.47","-12.51","-5.90","16.25","407.23","406.74","434.60","422.34","434.99","426.43","427.99","428.34","426.21","429.35","431.32","432.22","455.96","433.51","476.93","393.04","434.99","-6.38","0.40","-6.78","24.91","16.85","28.52","33.33","17.27","27.04","-121.92","476.62","14.15","19.99","-99.43","0.01","0.00","0.00","-55.85","","2018-10-05"
"HMT","19.10","345.00","4817.76","-4.02","-8.17","-15.11","-21.40","-46.94","19.82","19.82","20.67","20.47","21.02","20.86","21.48","21.48","22.25","22.13","23.61","23.71","29.07","28.36","22.64","19.41","21.02","-0.73","-0.60","-0.13","26.40","7.78","23.06","30.31","31.22","32.30","-119.57","21.20","0.90","1.00","-97.10","-0.32","0.00","37.26","-3.40","","2018-10-05"
"HMVL","145.60","5497.00","9122.88","-0.17","-0.82","-9.71","-29.92","-42.38","148.03","147.57","152.13","151.25","155.01","153.94","158.46","158.94","163.43","164.58","179.66","177.08","210.86","203.06","167.48","142.55","155.01","-5.27","-4.80","-0.46","12.25","14.64","16.66","35.38","35.08","43.41","-142.60","160.31","9.45","9.27","-86.72","-0.40","0.00","29.64","-15.65","","2018-10-05"
"HNGSNGBEES","3465.00","32.00","58.66","2.21","1.91","1.17","1.65","39.84","3431.00","3434.70","3426.90","3432.45","3447.13","3435.37","3449.22","3438.62","3445.06","3441.17","3468.43","3432.53","3349.49","3272.34","3531.29","3362.97","3447.13","-5.01","-5.84","0.83","17.12","18.35","21.55","52.72","50.56","56.99","86.09","3330.00","140.00","81.99","-32.50","-0.01","96.75","71.90","40.00","","2018-10-05"
"HONAUT","18692.80","607.00","1901.48","-1.95","-12.39","-18.54","1.90","19.65","19728.38","19591.93","20894.85","20545.43","21288.01","20899.57","21705.55","21059.53","21326.70","20912.51","20084.26","20322.91","18846.84","18991.11","23371.74","19204.29","21288.01","-559.63","-186.02","-373.61","34.08","14.05","35.58","25.66","3.60","9.67","-106.13","21226.00","550.00","855.69","-96.43","0.22","0.00","0.00","-4253.90","","2018-10-05"
"HONDAPOWER","1070.50","5093.00","8398.44","-1.91","-9.04","-21.53","-16.40","-18.19","1110.74","1111.84","1195.10","1174.50","1242.81","1205.34","1259.34","1235.18","1264.10","1253.23","1278.73","1282.86","1366.42","1325.19","1432.36","1053.27","1242.81","-52.83","-30.86","-21.97","36.40","8.83","31.88","25.71","15.09","20.80","-118.61","1203.46","55.20","52.81","-93.46","-0.07","0.00","28.59","-293.70","","2018-10-05"
"HOTELEELA","14.10","34742.00","168409.92","0.00","-6.93","-18.97","-16.07","-29.68","14.39","14.38","15.12","15.00","15.75","15.34","16.05","15.70","15.97","15.95","16.46","16.46","18.17","17.85","17.95","13.55","15.75","-0.59","-0.39","-0.21","27.92","17.55","28.09","26.53","31.03","34.18","-32.08","15.05","1.05","0.72","-85.29","-0.10","0.00","0.00","-3.30","","2018-10-05"
"HOVS","169.30","15396.00","45344.36","-2.20","-11.48","-24.28","-7.49","-36.83","177.51","178.54","198.43","193.14","209.26","199.56","210.12","204.77","209.17","207.21","207.86","212.85","244.12","238.29","254.16","164.37","209.26","-10.72","-5.12","-5.59","28.46","15.79","29.46","29.89","17.21","19.43","-119.08","222.27","11.75","15.29","-95.04","0.02","0.00","9.23","-54.30","","2018-10-05"
"HPL","57.00","35653.00","62274.02","0.09","-12.58","-27.48","-33.57","-61.25","58.47","59.02","65.27","63.98","68.75","66.99","73.22","71.03","75.28","74.61","81.45","82.76","108.76","103.13","82.55","54.96","68.75","-5.48","-4.24","-1.24","44.56","4.86","33.48","18.44","19.66","17.73","-77.82","62.05","1.95","3.96","-90.26","-0.42","33.64","23.02","-21.60","","2018-10-05"
"HSCL","111.00","502340.00","810196.16","-2.25","-6.84","-12.84","-11.06","-21.05","113.47","113.66","117.12","116.72","119.31","118.94","123.90","122.11","127.69","124.49","128.16","128.85","143.57","138.83","129.18","109.43","119.31","-4.11","-3.64","-0.47","13.10","18.34","28.06","37.23","40.27","38.69","-63.93","121.19","7.40","6.43","-80.90","-0.16","3.00","34.01","-16.35","","2018-10-05"
"HSIL","244.05","46768.00","74133.12","-4.39","-6.06","-24.50","-27.09","-36.84","254.29","254.00","267.80","266.83","282.10","275.96","293.64","288.90","305.64","299.53","320.17","319.38","378.33","364.43","330.53","233.67","282.10","-16.84","-14.23","-2.61","18.93","22.86","20.59","23.55","32.90","36.67","-137.88","312.80","13.80","14.79","-98.03","-0.32","27.75","65.44","-79.20","","2018-10-05"
"HTMEDIA","45.10","159808.00","191667.66","-3.63","-6.33","-19.68","-37.27","-51.56","45.68","46.17","48.97","48.38","50.59","49.82","52.51","52.29","53.76","55.06","62.74","61.39","79.03","74.90","57.12","44.06","50.59","-2.76","-2.33","-0.43","33.75","12.13","28.90","27.42","22.36","16.58","-19.06","47.73","2.30","2.33","-92.16","-0.55","68.02","56.01","-11.05","","2018-10-05"
"HUBTOWN","39.70","393493.00","230398.88","-1.61","-11.97","-33.72","-40.39","-63.38","41.36","41.75","47.29","46.32","51.32","49.19","54.96","52.87","57.11","55.63","61.26","61.04","80.02","79.17","66.31","36.34","51.33","-5.18","-3.99","-1.19","29.51","11.67","32.74","24.60","23.51","30.37","-100.85","46.50","2.85","4.18","-92.66","-0.39","37.82","48.92","-20.20","","2018-10-05"
"HUDCO","43.80","1001330.00","1318224.52","-1.79","-11.16","-23.29","-20.65","-47.48","44.58","45.23","49.78","48.64","52.42","50.40","53.66","52.21","54.06","53.41","55.26","56.02","65.25","64.55","62.87","41.98","52.42","-3.04","-1.89","-1.16","34.26","9.51","35.96","21.43","11.95","9.55","-72.33","51.23","1.15","2.15","-96.09","-0.13","60.10","36.60","-13.30","","2018-10-05"
"IBREALEST","87.95","5536552.00","5632192.52","-2.22","-12.96","-41.03","-42.08","-57.58","87.66","91.61","110.85","106.03","122.38","114.90","132.65","125.63","138.32","133.54","148.86","147.50","182.30","174.26","170.76","73.99","122.38","-15.82","-11.63","-4.19","35.56","10.20","41.45","25.86","32.52","23.29","10.77","108.10","7.70","10.28","-88.47","-0.43","89.13","88.45","-61.20","","2018-10-05"
"IBULHSGFIN","911.70","6345064.00","3730895.34","-4.06","-2.98","-27.65","-19.00","-24.67","913.77","931.80","1000.03","992.14","1065.38","1040.37","1149.91","1101.11","1202.44","1137.05","1191.38","1175.79","1227.44","1211.05","1316.15","814.62","1065.38","-87.13","-74.64","-12.49","47.17","10.28","33.86","33.77","63.51","57.03","37.75","1156.76","103.10","94.35","-68.87","-0.19","77.80","92.60","-348.35","","2018-10-05"
"IBULHSGFIN-1M","913.80","10953000.00","6617420.00","-4.02","-2.48","-27.77","-19.20","-24.45","917.06","934.05","1001.96","994.51","1068.13","1042.80","1153.07","1103.44","1203.80","1139.26","1193.31","1177.97","1229.96","1213.62","1319.12","817.15","1068.13","-87.17","-74.58","-12.59","47.36","10.38","33.43","33.00","63.04","56.99","38.94","1109.89","101.70","92.13","-71.76","-0.19","77.42","92.47","-351.35","","2018-10-05"
"IBULHSGFIN-2M","913.50","166000.00","1682730.00","-3.64","-3.23","-28.18","-19.02","-24.94","913.45","932.14","1003.84","995.25","1071.42","1044.82","1157.70","1106.46","1208.10","1142.56","1196.54","1181.26","1232.76","1216.71","1327.94","814.89","1071.42","-89.30","-75.69","-13.61","46.14","10.78","34.82","32.53","62.97","54.79","47.73","1114.23","93.50","87.91","-72.43","-0.19","78.81","92.94","-358.45","","2018-10-05"
"IBULISL","405.00","1064.00","110143.64","-5.00","-22.61","-38.90","-12.00","694.12","449.89","451.57","556.45","527.71","610.23","558.73","619.20","574.56","579.69","568.82","543.04","532.85","401.30","405.09","830.24","390.22","610.23","-49.19","-17.10","-32.09","32.37","15.58","51.70","20.99","0.00","0.00","-107.26","544.96","21.30","32.52","-100.00","0.49","0.00","0.00","-257.80","","2018-10-05"
"IBVENTURES","439.00","7827.00","472481.90","-5.00","-22.61","-44.97","-8.68","84.65","487.68","489.17","598.74","571.75","652.43","611.14","704.55","637.84","675.07","633.64","586.03","590.34","433.20","472.89","874.46","430.41","652.43","-64.69","-34.00","-30.69","46.07","7.20","53.30","16.77","0.00","0.00","-108.42","598.73","23.10","33.40","-100.00","0.51","0.00","0.00","-358.80","","2018-10-05"
"ICEMAKE","76.50","14000.00","8680.00","4.44","-4.14","-11.97","-8.93","0.00","75.55","76.07","79.67","78.86","81.97","80.58","84.26","82.57","84.20","84.04","87.58","86.87","","","91.75","72.18","81.97","-3.04","-2.18","-0.85","29.18","18.57","44.97","40.22","51.14","47.75","32.97","78.36","3.75","3.47","-57.50","-0.13","100.00","48.65","-10.40","","2018-10-05"
"ICICI500","150.00","800.00","4514.06","-2.24","2.14","-5.66","-2.65","0.00","148.72","149.69","149.34","149.99","151.40","150.85","153.65","151.69","153.28","151.73","150.73","150.15","","","158.97","143.84","151.40","-1.49","-1.49","0.00","24.05","25.40","12.03","47.04","60.48","48.93","80.11","142.10","14.00","6.82","-58.20","0.05","68.73","89.58","-9.00","","2018-10-05"
"ICICIB22","33.50","643244.00","2978272.62","-4.83","-6.08","-11.35","0.12","0.00","35.02","34.82","35.73","35.57","36.15","35.89","36.65","36.08","36.38","36.08","35.59","35.87","","","37.89","34.41","36.15","-0.51","-0.25","-0.27","35.67","8.57","36.22","22.39","29.44","36.43","-166.67","35.85","1.90","0.84","-94.86","0.07","0.00","14.49","-4.29","","2018-10-05"
"ICICIBANK","307.30","36131946.00","22731875.02","-2.91","0.21","-8.04","12.61","11.36","309.41","309.95","313.02","313.64","318.67","316.27","326.29","316.87","318.90","314.50","301.98","309.01","304.75","305.21","337.68","299.66","318.67","-3.98","-2.41","-1.57","14.95","11.78","15.66","43.35","49.55","53.25","32.67","324.49","22.50","12.63","-67.87","0.19","52.83","57.39","-26.85","","2018-10-05"
"ICICIBANK-1M","307.10","87859750.00","55951115.00","-3.17","0.23","-8.71","12.45","11.71","310.47","310.56","313.82","314.42","319.66","317.03","326.84","317.50","319.16","315.02","302.27","309.43","305.17","305.69","339.15","300.17","319.66","-3.91","-2.24","-1.67","28.46","8.78","17.70","42.58","47.92","54.78","-4.06","325.55","21.95","12.38","-72.40","0.20","48.05","57.78","-29.30","","2018-10-05"
"ICICIBANK-2M","309.35","2301750.00","11945505.00","-3.07","0.13","-8.52","12.82","11.74","312.38","312.62","315.68","316.33","321.47","318.87","328.62","319.21","320.73","316.58","303.29","310.75","306.16","306.88","340.80","302.14","321.47","-3.78","-2.13","-1.65","28.42","9.80","18.71","42.89","48.97","56.14","12.62","327.39","21.50","12.02","-71.92","0.20","51.47","59.77","-28.80","","2018-10-05"
"ICICIBANK-3M","316.05","107250.00","152350.00","-1.36","1.56","-9.04","12.57","0.00","315.33","316.02","317.85","318.80","323.24","320.85","329.80","320.41","318.75","317.35","304.03","311.15","307.53","308.91","341.14","305.35","323.24","-2.83","-1.30","-1.53","12.22","25.43","17.93","46.17","48.67","53.37","74.82","328.54","11.70","9.69","-61.95","0.22","71.22","60.85","-31.40","","2018-10-05"
"ICICIGI","770.95","222379.00","455337.24","-0.90","-8.76","-3.91","6.99","12.40","778.82","783.79","827.65","812.45","847.42","819.35","822.00","816.01","808.51","806.96","771.76","790.41","779.37","774.96","944.77","750.08","847.42","-8.95","5.98","-14.93","30.47","9.98","33.57","41.53","57.22","45.17","-9.50","838.29","25.00","49.03","-54.77","0.23","58.10","32.61","-31.40","","2018-10-05"
"ICICIGOLD","283.35","1985.00","1438.40","0.44","1.87","2.03","2.81","0.00","280.28","281.20","279.78","279.80","279.41","278.96","276.72","277.70","274.76","277.14","276.28","278.23","","","282.72","276.11","279.41","1.60","1.46","0.14","40.88","29.19","8.77","66.07","57.56","51.85","64.01","275.41","3.60","4.67","-43.18","0.01","100.00","100.00","5.65","","2018-10-05"
"ICICILIQ","1000.01","1.00","","0.00","0.00","0.00","0.00","0.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","999.99","0.02","","","","","","","","2018-10-05"
"ICICILOVOL","83.70","2479.00","2654.26","-1.47","-4.92","-9.07","-2.58","0.00","86.10","85.69","87.93","87.44","88.89","88.19","89.86","88.70","89.38","88.64","87.79","87.77","","","93.06","84.73","88.89","-1.23","-0.60","-0.63","38.93","25.39","33.33","27.81","3.79","16.97","-111.46","88.60","1.39","1.44","-98.83","0.06","0.00","0.00","-8.35","","2018-10-05"
"ICICIMCAP","61.39","14983.00","22448.14","-2.32","-6.27","-14.72","-7.27","0.00","63.64","63.41","66.01","65.46","67.19","66.47","68.75","67.41","68.63","67.85","67.82","68.44","","","72.18","62.20","67.19","-1.72","-1.05","-0.67","17.24","25.34","37.16","23.83","9.22","14.52","-111.49","72.97","1.67","1.98","-97.75","0.00","0.00","1.63","-10.60","","2018-10-05"
"ICICINF100","112.59","299.00","1477.36","-1.63","-4.79","-11.56","-2.87","0.00","116.27","115.70","118.92","118.40","120.79","119.72","122.77","120.81","122.57","120.93","119.96","119.76","","","127.83","113.75","120.79","-2.23","-1.34","-0.89","20.27","17.34","33.95","25.86","28.60","47.35","-105.73","121.02","4.50","3.34","-99.38","0.06","0.00","27.11","-14.71","","2018-10-05"
"ICICINIFTY","107.32","268574.00","103278.26","-2.67","-5.92","-10.96","-3.04","0.00","111.70","110.92","114.17","113.61","115.85","114.84","117.61","115.82","117.43","115.87","114.85","114.51","","","122.34","109.35","115.85","-2.07","-1.17","-0.89","50.42","6.93","39.57","21.40","8.96","19.78","-126.95","114.95","3.76","2.30","-95.56","0.06","0.00","3.90","-13.21","","2018-10-05"
"ICICINV20","51.14","4716.00","3962.36","-2.83","-5.99","-9.41","-5.30","0.00","53.34","52.91","54.16","53.94","54.70","54.29","55.20","54.36","54.56","54.00","52.56","52.67","","","57.03","52.38","54.70","-0.54","-0.13","-0.41","33.36","31.66","28.60","27.20","2.73","12.29","-119.88","57.70","1.58","1.18","-98.65","0.15","0.00","8.05","-5.31","","2018-10-05"
"ICICINXT50","260.31","5726.00","","-13.21","-6.08","-16.43","0.00","0.00","275.24","275.56","282.24","281.96","287.74","288.81","","","","","","","","","312.37","263.11","287.74","","","","","20.01","32.31","33.04","52.27","44.56","-57.64","230.00","41.48","16.02","-66.32","","41.99","63.39","-51.16","","2018-10-05"
"ICICIPRULI","321.20","1650839.00","1732145.36","-1.52","-4.83","-15.62","-14.39","-15.77","328.37","328.30","339.57","339.57","351.21","347.57","363.97","358.65","378.64","366.63","382.14","377.67","395.38","387.84","388.72","313.69","351.21","-14.72","-12.64","-2.09","33.81","10.63","33.78","28.89","35.89","32.19","-94.98","338.17","14.65","13.61","-83.80","-0.19","0.00","0.00","-59.45","","2018-10-05"
"ICICIPRULI-1M","321.65","1965600.00","2468856.00","-1.79","-4.60","-15.86","-14.53","-15.58","329.68","329.32","340.36","340.53","352.23","348.56","365.14","359.67","379.71","367.63","382.73","378.58","396.23","388.75","390.31","314.15","352.23","-14.77","-12.73","-2.05","33.19","11.30","35.34","28.61","34.50","33.21","-102.31","341.68","12.15","13.18","-85.60","-0.18","0.00","0.00","-60.65","","2018-10-05"
"ICICIPRULI-2M","322.40","26000.00","743574.00","-2.60","-4.94","-16.04","-14.48","-22.00","329.13","329.96","341.41","341.40","353.56","349.71","366.92","361.10","381.45","369.16","384.39","380.17","397.15","390.83","392.97","314.16","353.56","-15.25","-13.12","-2.14","31.40","14.44","40.14","30.69","34.64","25.31","-97.39","345.39","15.40","11.94","-87.13","-0.18","29.90","64.08","-61.60","","2018-10-05"
"ICICISENSX","361.25","556.00","357.98","-2.37","-5.94","-14.94","-13.16","0.00","374.87","372.43","382.28","380.91","387.73","385.00","394.56","388.40","393.96","388.59","385.45","383.65","","","408.59","366.88","387.73","-6.91","-4.21","-2.70","60.10","33.60","18.37","27.59","7.53","16.60","-117.19","395.35","8.77","10.53","-100.00","0.06","0.00","5.84","-63.45","","2018-10-05"
"ICIL","60.75","271577.00","269035.92","0.41","-10.40","-23.49","1.17","-40.73","61.75","62.48","68.70","67.03","71.42","69.47","73.91","72.17","76.42","73.83","74.78","77.05","89.00","88.77","83.96","58.88","71.42","-4.30","-2.91","-1.39","20.84","11.79","29.77","29.05","20.34","18.28","-54.40","70.22","3.15","3.76","-91.38","-0.12","71.77","49.31","-18.65","","2018-10-05"
"ICRA","3542.90","11744.00","2724.86","2.69","0.41","-4.54","3.05","-8.89","3472.78","3501.40","3562.74","3545.67","3600.97","3569.70","3640.51","3574.84","3562.52","3561.69","3448.42","3553.77","3651.30","3657.09","3776.60","3425.34","3600.97","-36.01","-14.77","-21.24","33.42","26.94","15.51","46.39","45.44","36.83","135.70","3828.55","165.00","121.12","-72.56","0.12","100.00","54.84","-168.55","","2018-10-05"
"ICSA","1.20","8242.00","11853.60","-4.00","0.00","-31.43","-25.00","-52.94","1.24","1.23","1.29","1.31","1.40","1.38","1.56","1.49","1.65","1.59","1.73","1.80","2.68","2.31","1.72","1.07","1.40","-0.13","-0.13","0.00","43.84","11.23","44.12","21.88","55.56","61.11","-83.33","1.16","0.05","0.06","-87.50","-0.52","0.00","66.67","-0.55","","2018-10-05"
"IDBI","57.40","27142321.00","13817255.96","0.79","17.50","-6.13","9.44","9.23","54.86","55.54","54.43","55.19","55.87","55.88","58.19","56.95","59.02","57.73","58.35","59.11","63.00","60.31","61.98","49.76","55.87","-1.29","-1.65","0.36","30.82","20.99","24.98","52.63","87.45","82.66","85.16","48.47","3.10","3.09","-16.10","-0.10","100.00","100.00","-3.75","","2018-10-05"
"IDBI-1M","57.45","45040000.00","23688400.00","0.61","17.85","-6.51","9.12","9.43","55.07","55.68","54.60","55.37","56.11","56.08","58.44","57.17","59.28","57.96","58.57","59.35","63.25","60.58","62.42","49.80","56.11","-1.34","-1.68","0.35","29.42","21.35","25.43","52.09","86.81","82.86","82.74","48.67","3.10","3.16","-16.67","-0.10","100.00","100.00","-4.00","","2018-10-05"
"IDBI-2M","57.70","340000.00","7036600.00","1.05","17.28","-6.63","9.18","8.97","55.26","55.89","54.87","55.61","56.37","56.32","58.68","57.42","59.52","58.21","58.84","59.61","63.52","60.85","62.57","50.17","56.37","-1.34","-1.67","0.33","31.14","22.70","28.93","52.17","88.45","83.58","83.20","48.95","1.90","2.69","-14.54","-0.10","100.00","100.00","-4.10","","2018-10-05"
"IDBIGOLD","2900.00","234.00","290.76","-0.34","0.69","2.47","1.99","5.45","2879.40","2888.42","2879.73","2876.26","2871.41","2866.40","2835.53","2852.46","2819.88","2846.45","2845.22","2845.16","2841.48","2821.35","2909.43","2833.39","2871.41","18.46","18.13","0.32","51.17","35.78","16.58","61.21","70.70","51.16","45.68","2957.95","50.00","46.71","-55.37","0.01","78.47","85.12","70.00","","2018-10-05"
"IDEA","33.55","36202967.00","24260109.64","-0.74","-12.86","-34.28","-40.93","-55.65","36.27","35.94","40.70","39.66","42.85","41.87","46.28","44.93","49.11","47.47","53.04","52.57","69.02","65.73","52.15","33.54","42.85","-4.06","-3.19","-0.87","35.17","7.15","37.46","18.27","8.14","17.78","-100.81","39.20","1.65","2.54","-96.14","-0.46","0.00","0.00","-17.50","","2018-10-05"
"IDEA-1M","33.75","52479000.00","40113500.00","-0.59","-12.45","-34.40","-40.94","-55.36","36.49","36.13","40.83","39.84","43.04","42.05","46.48","45.13","49.33","47.67","53.22","52.76","69.22","65.99","52.39","33.68","43.04","-4.07","-3.21","-0.86","31.58","8.94","37.22","18.80","9.91","18.34","-98.63","42.48","1.75","2.61","-95.25","-0.46","0.00","0.00","-17.70","","2018-10-05"
"IDEA-2M","33.95","784000.00","16518180.00","0.00","-12.50","-34.40","-40.75","-55.36","36.59","36.26","41.03","40.01","43.25","42.25","46.71","45.35","49.57","47.90","53.47","53.02","69.55","66.31","52.72","33.78","43.25","-4.11","-3.24","-0.87","35.52","8.27","40.40","18.75","7.69","15.29","-95.45","39.20","1.55","2.40","-95.25","-0.46","0.00","0.00","-17.80","","2018-10-05"
"IDEA-3M","33.70","7000.00","97440.00","-0.74","-17.50","-35.19","-48.94","0.00","37.27","36.76","42.48","41.21","44.78","43.61","48.41","46.85","50.45","49.66","54.36","55.64","74.74","72.58","55.00","34.56","44.78","-4.38","-3.24","-1.14","34.82","10.43","53.98","18.89","0.00","3.58","-95.78","40.75","0.25","1.91","-100.00","-0.49","0.00","0.00","-18.30","","2018-10-05"
"IDFC","38.45","3519610.00","4705676.58","-3.75","-4.35","-26.34","-17.13","-35.16","39.91","39.98","42.96","42.53","45.43","44.14","48.00","45.83","47.84","46.74","47.71","48.09","51.67","51.81","54.38","36.48","45.43","-2.80","-2.04","-0.76","40.14","9.00","39.10","23.29","34.65","38.62","-146.27","42.25","2.50","2.16","-95.20","-0.07","16.19","60.44","-13.75","","2018-10-05"
"IDFC-1M","38.50","12830400.00","25680864.00","-4.23","-4.47","-26.81","-16.21","-35.13","40.08","40.12","43.10","42.68","45.60","44.29","48.17","45.96","48.00","46.85","47.73","48.18","51.76","51.94","54.63","36.56","45.60","-2.80","-2.03","-0.77","39.08","9.22","39.01","24.16","35.65","40.34","-146.72","42.40","2.70","2.20","-94.93","-0.06","15.63","58.43","-14.10","","2018-10-05"
"IDFC-2M","38.50","198000.00","13148256.00","-3.27","-4.82","-27.22","-16.40","-35.56","39.54","39.85","43.04","42.55","45.65","44.25","48.33","46.01","48.18","46.94","47.80","48.30","51.96","52.14","55.18","36.11","45.65","-2.96","-2.14","-0.82","35.98","14.57","46.99","27.23","25.59","21.17","-88.46","41.64","1.95","1.78","-97.79","-0.06","50.12","75.42","-14.40","","2018-10-05"
"IDFCBANK","35.35","12340537.00","11463525.52","-3.68","-3.55","-26.20","-9.82","-37.27","36.64","36.66","38.98","38.69","40.97","39.98","43.44","41.18","42.52","41.70","41.51","42.65","46.91","46.85","48.19","33.76","40.97","-2.20","-1.56","-0.64","39.91","11.14","37.89","26.19","38.41","45.22","-134.67","38.65","1.85","1.79","-96.55","0.03","25.30","65.16","-12.55","","2018-10-05"
"IDFCBANK-1M","35.40","31592000.00","40794600.00","-3.67","-3.54","-26.56","-8.53","-37.18","36.78","36.76","39.08","38.81","41.11","40.10","43.58","41.29","42.66","41.78","41.50","42.71","47.00","46.95","48.43","33.79","41.11","-2.20","-1.55","-0.65","38.76","11.34","38.94","26.34","42.41","49.93","-137.96","38.85","2.15","1.85","-93.78","0.04","27.46","64.77","-12.80","","2018-10-05"
"IDFCBANK-2M","35.45","385000.00","15728240.00","-4.70","-3.93","-27.06","-8.40","-37.48","36.97","36.97","39.31","39.03","41.33","40.32","43.81","41.50","42.89","41.98","41.60","42.89","47.20","47.17","48.66","34.00","41.33","-2.20","-1.55","-0.66","38.68","12.28","42.95","26.73","44.48","50.00","-146.80","38.91","2.20","1.72","-95.67","0.05","29.39","68.01","-13.15","","2018-10-05"
"IDFCBANK-3M","36.50","11000.00","134860.00","-3.95","-5.81","-25.28","-12.57","0.00","37.23","37.52","39.99","39.67","42.32","40.93","44.11","41.96","42.60","42.35","41.75","43.32","48.02","48.49","50.48","34.17","42.32","-2.11","-1.33","-0.78","32.82","19.86","56.30","30.01","19.05","18.48","-119.67","40.18","1.50","1.28","-100.00","0.07","48.09","64.15","-12.35","","2018-10-05"
"IDFNIFTYET","106.50","152.00","118.90","-4.79","-5.97","-11.43","-2.29","0.00","110.25","110.02","113.77","112.77","115.29","113.83","115.93","114.38","115.11","114.07","112.29","112.57","108.35","108.85","122.18","108.39","115.29","-1.70","-0.61","-1.09","30.17","11.06","57.80","29.19","18.68","13.82","-143.34","114.18","5.36","2.00","-100.00","0.10","9.99","36.66","-13.75","","2018-10-05"
"IEX","1638.25","4689.00","24560.02","-0.23","-3.67","-5.76","0.17","0.00","1619.55","1639.03","1677.14","1664.57","1693.95","1672.94","1687.47","1672.38","1659.86","1664.96","1638.19","1646.87","1602.07","1610.99","1787.61","1600.29","1693.95","-11.85","1.12","-12.96","33.52","18.12","20.11","43.95","36.04","28.02","112.76","1762.41","50.00","54.30","-63.64","0.10","93.03","49.50","-100.10","","2018-10-05"
"IFBAGRO","572.30","8258.00","5874.92","3.13","2.11","-14.42","-1.33","35.50","553.21","562.73","597.32","587.93","620.05","604.67","643.55","620.75","647.03","627.86","625.19","635.83","680.25","641.91","722.57","517.54","620.05","-28.73","-20.34","-8.40","25.04","16.80","24.24","37.52","50.95","31.53","101.51","624.66","41.65","32.94","-75.01","0.01","100.00","70.93","-96.45","","2018-10-05"
"IFBIND","870.75","26301.00","15556.48","-8.15","-18.50","-26.05","-28.15","22.37","969.52","955.78","1044.65","1022.28","1072.84","1050.77","1107.42","1081.83","1114.84","1103.76","1148.55","1137.34","1240.98","1149.33","1217.59","928.08","1072.84","-49.86","-28.87","-20.98","15.76","13.07","30.93","24.56","8.84","11.95","-121.61","1154.21","103.95","63.74","-95.60","-0.15","0.00","0.00","-306.70","","2018-10-05"
"IFCI","12.25","4630942.00","7703151.08","-1.61","-1.21","-29.19","-19.67","-46.39","12.37","12.51","13.50","13.35","14.31","13.95","15.32","14.68","15.70","15.19","15.87","16.20","20.01","19.11","17.47","11.16","14.31","-1.07","-0.87","-0.21","34.18","12.58","31.15","31.14","53.51","47.02","-9.26","13.40","0.55","0.87","-83.87","-0.22","70.54","83.58","-5.05","","2018-10-05"
"IFCI-1M","12.30","7075000.00","15763000.00","-1.60","0.41","-29.31","-19.87","-46.17","12.43","12.56","13.53","13.39","14.36","13.99","15.37","14.73","15.76","15.24","15.92","16.26","20.08","19.20","17.57","11.16","14.36","-1.08","-0.87","-0.20","33.86","12.85","30.75","32.43","55.28","49.36","-8.77","13.50","0.55","0.90","-82.29","-0.22","69.35","82.65","-5.10","","2018-10-05"
