"p_symbol","last_close","last_volume","avg_volume","pct_change_1_day","pct_change_1_week","pct_change_1_month","pct_change_3_months","pct_change_1_year","sma_5","ema_5","sma_13","ema_13","sma_20","ema_20","sma_34","ema_34","sma_50","ema_50","sma_89","ema_89","sma_200","ema_200","bband_upper","bband_lower","bband_mid","macd","macd_signal","macd_hist","adx","dmi_plus","dmi_minus","rsi","stoch_k","stoch_d","cci","psar","true_range","atr","williams_r","trix","stochrsi_k","stochrsi_d","momentum","candle","p_date"
"GVKPIL","7.50","3678775.00","2290107.72","-3.85","-7.98","-34.78","-23.08","-32.74","7.68","7.79","8.67","8.54","9.38","9.06","10.21","9.71","10.61","10.17","10.81","11.05","14.25","12.92","11.95","6.80","9.38","-0.93","-0.75","-0.18","42.16","7.30","36.22","22.72","22.91","19.66","-75.98","8.30","0.55","0.51","-97.06","-0.32","60.60","82.59","-4.00","","2018-10-05"
"HAL","792.20","7576.00","29120.10","-1.31","-4.14","-11.55","-6.18","0.00","797.55","805.85","855.59","838.26","872.88","855.71","889.02","873.61","894.93","887.01","900.89","930.30","","","986.19","759.58","872.88","-30.14","-19.12","-11.02","26.15","11.41","30.17","33.71","35.20","31.11","-80.65","885.69","19.95","32.73","-92.05","-0.09","66.68","84.17","-103.40","","2018-10-05"
"HANUNG","0.85","66860.00","8356.86","0.00","-10.53","-34.62","-56.41","-77.63","0.86","0.88","1.00","0.97","1.05","1.05","1.20","1.17","1.30","1.30","1.63","1.61","2.56","2.37","1.31","0.80","1.05","-0.14","-0.13","-0.01","36.11","16.59","36.86","15.85","11.11","3.70","-55.56","1.07","0.10","0.06","-87.50","-0.98","0.00","0.00","-0.45","","2018-10-05"
"HARITASEAT","533.20","2330.00","39019.94","-1.04","-10.16","-17.91","-33.01","-28.51","546.36","550.72","589.28","580.66","610.09","596.85","625.93","620.22","633.61","646.46","721.05","706.48","867.79","790.50","692.39","527.78","610.09","-29.65","-21.38","-8.27","33.76","7.92","33.55","25.71","15.70","19.90","-112.44","630.97","14.95","29.19","-95.42","-0.43","0.00","6.44","-116.30","","2018-10-05"
"HARRMALAYA","79.70","25068.00","110980.62","-1.79","-9.69","-20.06","-14.62","8.51","81.78","82.51","90.46","87.72","92.98","89.97","93.81","91.66","92.29","92.29","92.58","92.61","92.15","90.83","108.30","77.65","92.98","-3.72","-1.65","-2.07","18.66","17.14","27.29","30.42","16.91","19.49","-92.68","103.39","3.00","6.25","-96.44","0.04","0.00","0.00","-20.00","","2018-10-05"
"HATHWAY","26.50","1199695.00","1836699.16","-1.12","5.79","44.41","9.50","-11.81","25.95","26.11","24.76","24.97","24.53","24.17","22.07","23.09","20.69","22.77","22.47","23.81","30.55","28.03","28.83","20.23","24.53","1.49","1.34","0.15","27.98","30.39","16.96","59.28","72.35","73.52","42.36","21.47","2.20","2.27","-35.29","0.02","58.95","75.93","8.15","","2018-10-05"
"HATSUN","632.30","3616.00","17866.26","-2.72","-11.65","-17.54","1.64","-8.15","669.19","663.12","699.58","690.70","714.33","699.81","717.26","703.05","700.00","701.69","685.07","702.70","733.64","721.35","776.98","651.67","714.33","-13.97","-2.41","-11.56","21.89","12.58","30.60","24.94","10.57","17.93","-103.49","735.33","28.00","24.10","-98.08","0.12","0.00","0.00","-134.45","","2018-10-05"
"HAVELLS","594.55","1520121.00","1713559.26","-1.84","-2.95","-17.01","9.39","25.95","600.56","604.52","623.90","621.03","635.20","631.48","662.56","638.53","656.11","635.01","608.73","616.66","566.73","579.24","686.40","583.99","635.20","-17.25","-11.90","-5.35","31.44","14.83","30.42","36.73","59.76","51.89","-26.37","623.00","19.35","26.12","-65.84","0.21","37.06","55.37","-121.85","","2018-10-05"
"HAVELLS-1M","595.05","2805000.00","3632280.00","-1.84","-3.02","-17.07","9.78","25.99","602.29","605.66","625.15","622.53","637.29","633.16","664.59","640.32","658.02","636.78","610.21","618.33","568.18","580.86","689.39","585.19","637.29","-17.54","-12.06","-5.48","32.00","15.06","30.92","35.87","58.41","51.79","-36.48","559.34","17.90","25.21","-67.96","0.21","33.21","53.38","-122.50","","2018-10-05"
"HAVELLS-2M","597.10","51000.00","675120.00","-1.57","-3.04","-17.12","10.57","25.72","603.56","607.43","627.54","624.74","640.01","635.60","667.57","642.87","660.82","639.23","611.71","620.49","570.05","582.99","693.55","586.47","640.01","-17.90","-12.24","-5.66","36.69","15.68","34.84","36.24","55.62","48.00","-33.04","627.45","12.45","22.67","-69.28","0.21","43.73","58.77","-123.30","","2018-10-05"
"HAVISHA","1.25","5075.00","5976.10","-3.85","-7.41","4.17","38.89","0.00","1.32","1.30","1.31","1.29","1.27","1.24","1.13","1.16","0.98","1.11","0.93","1.11","","","1.41","1.14","1.27","0.09","0.10","-0.02","31.86","40.76","33.71","55.15","16.67","38.89","-115.38","1.40","0.05","0.06","-75.00","0.66","0.00","33.33","0.05","","2018-10-05"
"HBLPOWER","25.65","159615.00","233471.08","-0.39","-10.94","-22.39","-20.71","-53.24","26.04","26.43","29.39","28.58","30.90","29.76","31.74","31.13","32.84","32.27","33.69","35.09","46.07","43.82","37.47","24.32","30.89","-2.08","-1.40","-0.67","34.55","8.70","31.87","16.76","16.79","16.41","-75.45","31.20","0.90","1.66","-93.43","-0.27","0.00","0.00","-7.40","","2018-10-05"
"HBSL","10.05","1466.00","","-4.74","-6.94","-21.79","0.00","0.00","10.34","10.38","10.96","11.02","11.73","11.57","13.13","12.58","","","","","","","14.16","9.30","11.73","-1.07","-0.98","-0.09","20.41","15.37","24.32","33.91","43.14","36.97","-64.97","10.90","0.50","0.93","-87.67","","37.46","73.81","-2.80","","2018-10-05"
"HCC","11.10","5757395.00","16832988.58","-3.48","-3.90","-25.75","-9.76","-66.06","11.19","11.35","12.15","12.03","13.01","12.45","13.54","12.80","12.93","13.10","12.91","14.61","22.63","21.61","16.22","9.80","13.01","-0.70","-0.44","-0.26","27.58","13.94","26.96","37.38","62.55","55.56","15.15","13.07","0.70","1.03","-83.49","-0.06","67.09","87.82","-3.85","","2018-10-05"
"HCC-1M","11.15","6426000.00","18929880.00","-3.46","-2.62","-25.91","-9.72","-65.85","11.25","11.39","12.17","12.06","13.05","12.49","13.58","12.84","12.98","13.15","12.97","14.66","22.71","21.73","16.32","9.79","13.05","-0.71","-0.45","-0.25","28.91","13.25","26.56","37.11","64.71","57.96","3.47","12.27","0.85","1.01","-83.33","-0.07","66.77","88.92","-3.90","","2018-10-05"
"HCC-2M","11.20","72000.00","5815440.00","-3.45","-3.45","-26.56","-8.94","-66.01","11.50","11.53","12.34","12.22","13.20","12.64","13.70","12.98","13.09","13.27","13.06","14.77","22.85","21.90","16.37","10.03","13.20","-0.69","-0.42","-0.27","22.65","54.75","56.75","36.08","95.17","94.58","41.67","0.47","0.45","1.43","-27.74","-0.06","22.72","67.14","-4.05","","2018-10-05"
"HCG","212.50","8179.00","46016.66","-1.14","-3.52","-16.76","-26.72","-21.92","211.29","214.10","225.40","223.23","233.75","229.98","242.29","239.94","252.60","248.22","266.95","261.29","286.43","274.30","266.84","200.66","233.75","-12.57","-10.77","-1.80","26.17","11.15","23.31","32.78","51.88","34.04","15.18","231.64","5.00","13.05","-75.89","-0.32","91.96","97.32","-42.80","","2018-10-05"
"HCL-INSYS","22.80","553539.00","1004574.34","-0.65","-12.48","-35.41","-32.94","-52.00","23.10","23.54","26.25","25.95","28.66","27.61","31.14","29.78","32.60","31.53","34.24","35.02","45.75","41.72","36.96","20.37","28.66","-3.00","-2.43","-0.57","46.92","6.12","38.26","20.68","31.55","28.99","-58.97","25.14","0.90","1.72","-86.75","-0.44","74.59","70.90","-12.50","","2018-10-05"
"HCLTECH","1084.00","1447957.00","2245546.44","0.64","-0.75","3.32","15.63","23.86","1087.72","1086.53","1089.85","1085.73","1087.06","1078.60","1061.30","1060.70","1031.43","1042.64","989.20","1013.35","966.12","969.40","1106.24","1067.87","1087.06","15.42","20.04","-4.62","33.70","19.19","14.80","55.35","43.59","37.50","-37.28","1121.50","27.90","22.24","-64.09","0.24","25.82","8.61","34.85","","2018-10-05"
"HCLTECH-1M","1089.60","2252600.00","3351250.00","0.55","-0.42","3.38","15.52","24.46","1093.84","1092.12","1094.02","1090.16","1090.44","1082.40","1063.39","1063.79","1033.60","1045.38","991.40","1015.78","968.29","971.67","1109.11","1071.77","1090.44","16.53","20.83","-4.30","41.45","18.87","12.56","56.77","44.74","41.71","-54.81","1123.38","27.80","21.67","-63.74","0.24","21.09","10.53","35.60","","2018-10-05"
"HCLTECH-2M","1094.00","23800.00","877436.00","0.66","-0.51","3.33","16.05","25.15","1098.05","1096.43","1098.35","1094.37","1094.36","1086.36","1066.89","1067.27","1036.06","1048.50","993.86","1018.56","970.96","974.12","1114.11","1074.61","1094.36","17.03","21.41","-4.38","37.96","24.57","15.16","56.93","40.65","37.29","-27.83","1128.71","20.10","19.31","-65.54","0.24","23.85","16.63","35.30","","2018-10-05"
"HDFC","1708.65","4109132.00","3097122.08","-3.92","-1.18","-12.14","-9.10","-2.05","1769.10","1757.86","1787.58","1791.28","1830.35","1816.76","1870.30","1850.37","1906.82","1869.40","1899.20","1880.18","1856.67","1849.46","1977.86","1682.84","1830.35","-46.56","-40.77","-5.79","28.63","13.05","35.08","34.25","50.31","63.92","-127.97","1819.45","94.70","52.59","-89.85","-0.07","0.00","55.71","-236.15","","2018-10-05"
"HDFC-1M","1719.30","5738500.00","5004270.00","-3.56","-0.59","-11.88","-8.29","-1.37","1775.99","1764.61","1792.11","1796.49","1835.30","1821.56","1874.59","1854.52","1911.42","1872.93","1900.23","1882.94","1859.02","1852.04","1983.55","1687.04","1835.30","-45.79","-40.46","-5.33","30.00","13.71","36.00","34.52","51.54","65.22","-129.98","1826.00","92.05","50.80","-88.68","-0.07","0.00","55.84","-231.85","","2018-10-05"
"HDFC-2M","1725.15","165500.00","1950640.00","-3.73","-0.92","-12.04","-8.41","-1.42","1785.94","1773.47","1801.77","1806.02","1844.84","1831.14","1884.20","1863.90","1921.17","1881.86","1905.98","1890.99","1865.85","1859.85","1992.80","1696.87","1844.84","-45.80","-40.22","-5.58","29.64","14.11","37.26","34.28","50.45","66.41","-135.48","1832.35","84.45","48.34","-92.44","-0.06","0.00","54.05","-236.10","","2018-10-05"
"HDFCAMC","1297.45","344449.00","","0.38","-5.37","-25.52","0.00","0.00","1301.79","1312.32","1383.02","1391.02","1476.56","1453.88","1608.34","1575.47","","","","","","","1773.48","1179.65","1476.56","-119.59","-103.56","-16.02","50.28","8.89","43.30","26.14","15.25","12.31","-33.87","1265.75","37.05","63.66","-88.37","","64.72","24.68","-444.45","","2018-10-05"
"HDFCBANK","1965.30","3932295.00","2829303.62","0.39","-0.55","-5.29","-5.07","9.47","1999.14","1983.29","1979.32","1991.64","1998.46","2003.26","2031.21","2025.32","2068.17","2039.90","2080.15","2042.68","1987.50","1986.46","2073.17","1923.75","1998.46","-23.32","-26.84","3.52","37.87","14.63","27.01","40.76","38.09","62.75","-94.19","2052.20","49.85","41.31","-61.20","-0.08","11.85","35.30","-109.75","","2018-10-05"
"HDFCBANK-1M","1965.85","8901000.00","6889400.00","0.20","-0.28","-5.89","-5.37","9.64","2004.97","1986.86","1983.81","1996.38","2004.96","2008.71","2038.26","2031.12","2074.77","2045.34","2082.88","2046.87","1989.15","1988.98","2085.90","1924.02","2004.96","-24.44","-27.54","3.11","40.34","15.99","29.43","40.01","33.72","60.90","-94.38","1938.33","43.15","39.30","-64.28","-0.07","5.41","36.45","-123.05","","2018-10-05"
"HDFCBANK-2M","1970.30","98000.00","1804790.00","0.11","-0.66","-5.93","-5.25","10.05","2011.07","1993.03","1991.29","2003.19","2011.95","2015.37","2044.47","2037.11","2079.61","2050.55","2085.82","2050.85","1991.65","1991.86","2091.60","1932.30","2011.95","-24.03","-26.69","2.66","39.32","16.48","30.92","39.42","32.07","60.69","-94.60","1947.12","39.50","38.23","-61.24","-0.07","3.11","33.46","-124.10","","2018-10-05"
"HDFCBANK-3M","1971.15","1500.00","12910.00","0.26","0.05","-5.33","-6.62","0.00","1990.00","1984.80","1996.92","2001.50","2022.68","2018.22","2055.59","2043.05","2092.08","2056.15","2083.85","2052.42","1980.71","1970.98","2113.37","1932.00","2022.68","-31.48","-31.07","-0.42","39.65","20.78","42.87","39.17","45.31","61.86","-53.07","1942.12","5.20","30.58","-67.94","-0.05","33.91","56.59","-111.05","","2018-10-05"
"HDFCLIFE","366.90","652992.00","1217362.94","-1.45","-9.19","-20.27","-20.12","0.00","379.76","377.95","390.58","393.59","409.81","405.29","431.50","422.15","448.51","434.26","459.66","447.74","457.80","446.31","468.59","351.03","409.81","-21.73","-19.38","-2.35","43.64","9.33","34.05","25.59","7.37","22.26","-94.26","413.03","11.90","15.36","-94.83","-0.25","0.00","0.00","-93.25","","2018-10-05"
"HDFCMFGETF","2858.15","1964.00","926.16","0.78","2.11","3.72","2.89","2.94","2815.95","2829.50","2812.66","2811.76","2804.56","2801.46","2774.18","2787.56","2756.50","2781.30","2777.71","2780.28","2782.20","2767.34","2849.63","2759.48","2804.56","19.06","16.46","2.60","32.41","29.48","12.78","69.81","82.89","61.80","78.98","2767.64","45.00","31.49","-10.97","0.01","100.00","98.53","102.45","","2018-10-05"
"HDFCNIFETF","1072.11","1635.00","745.06","-2.50","-5.92","-10.53","-2.67","7.79","1113.81","1106.65","1140.27","1134.06","1156.84","1146.46","1174.07","1156.23","1172.58","1156.54","1145.37","1145.61","1108.19","1113.04","1222.06","1091.62","1156.84","-20.80","-11.61","-9.19","35.20","13.19","47.57","20.06","36.47","54.75","-126.85","1225.45","33.61","24.80","-95.30","0.06","0.00","0.00","-126.13","","2018-10-05"
"HDFCSENETF","3606.81","193.00","49.04","-2.26","-4.80","-13.02","-1.78","0.00","3735.82","3712.56","3794.76","3795.36","3900.51","3838.84","3942.42","3871.76","3923.12","3868.50","3818.07","3815.52","3636.98","3626.70","4321.59","3479.43","3900.51","-72.50","-45.25","-27.25","40.13","36.80","21.90","33.82","8.44","12.94","-106.80","4323.27","259.00","176.91","-98.69","0.09","0.00","28.44","-539.82","","2018-10-05"
"HDIL","19.30","5511114.00","13142074.46","-4.93","-11.67","-44.30","-4.22","-65.44","20.23","20.45","23.39","22.98","26.18","24.42","28.33","25.49","26.31","25.82","24.23","27.32","36.67","36.69","35.86","16.51","26.18","-2.38","-1.43","-0.95","33.88","13.03","36.39","28.87","22.92","20.50","-118.14","25.31","1.45","1.75","-98.76","0.23","0.00","32.12","-15.35","","2018-10-05"
"HECPROJECT","138.95","1200.00","2016.00","-4.99","-8.53","-16.30","0.00","0.00","151.82","147.74","149.98","151.54","153.41","153.54","164.53","151.26","157.81","149.00","","","","","168.55","138.26","153.41","-2.30","-0.74","-1.55","15.51","36.64","51.43","40.27","14.38","47.71","-116.32","163.00","7.30","6.56","-100.00","","0.00","14.40","-27.05","","2018-10-05"
"HEG","3247.75","169132.00","226292.00","-0.38","-6.77","-23.79","-10.83","263.02","3328.12","3351.20","3631.38","3569.41","3792.07","3693.62","3952.98","3811.85","4026.60","3835.43","3790.59","3723.43","3240.89","3141.47","4437.26","3146.88","3792.07","-214.28","-146.05","-68.23","47.52","6.73","41.60","24.32","50.64","45.43","-66.07","3919.81","190.00","205.64","-76.40","0.10","30.04","54.76","-1014.10","","2018-10-05"
"HEIDELBERG","136.05","159593.00","277269.14","-1.02","-7.42","-18.17","-1.41","15.44","140.34","139.88","147.38","146.14","152.99","149.33","155.95","151.82","156.15","152.21","149.00","151.47","152.10","149.56","172.43","133.56","152.99","-5.32","-3.10","-2.22","25.40","11.65","23.36","26.22","14.87","24.31","-87.16","150.56","5.90","7.05","-94.79","0.10","0.00","0.00","-30.20","","2018-10-05"
"HERCULES","94.85","6080.00","18779.88","-1.15","-6.41","-20.43","-19.92","-33.20","95.97","96.89","103.02","101.92","107.57","105.03","110.96","108.89","113.99","111.63","117.10","115.98","126.13","124.88","124.02","91.12","107.57","-5.58","-4.22","-1.37","30.56","10.81","33.08","26.16","38.01","32.20","-58.81","100.88","3.35","4.37","-84.70","-0.19","52.75","61.48","-24.35","","2018-10-05"
"HERITGFOOD","492.35","9130.00","26896.90","-2.99","-4.21","-18.48","-19.23","-31.96","503.86","505.12","528.78","525.97","546.27","540.18","572.21","559.18","582.69","574.52","608.41","603.23","680.55","658.47","609.18","483.36","546.27","-25.85","-21.15","-4.71","45.51","4.66","28.83","23.19","20.80","19.18","-132.15","518.17","17.55","21.35","-97.33","-0.23","0.00","33.33","-111.60","","2018-10-05"
"HEROMOTOCO","2740.75","811688.00","519479.56","-0.82","-11.25","-15.47","-20.50","-26.72","2864.80","2855.77","3023.34","2985.12","3087.80","3045.18","3155.05","3121.94","3181.96","3185.55","3352.16","3294.52","3508.02","3455.92","3383.51","2792.08","3087.80","-108.24","-70.86","-37.38","36.25","7.85","39.85","23.33","15.30","22.75","-102.24","3048.68","87.95","99.36","-90.41","-0.19","0.00","4.49","-501.70","","2018-10-05"
"HEROMOTOCO-1M","2743.55","1253400.00","914320.00","-1.17","-11.16","-15.69","-19.84","-26.79","2871.40","2861.96","3023.57","2988.61","3090.37","3048.42","3159.73","3125.32","3186.83","3188.97","3354.38","3297.88","3510.43","3459.31","3384.09","2796.65","3090.37","-107.94","-71.91","-36.03","30.68","8.27","39.07","24.31","16.86","24.61","-105.35","3050.80","89.10","102.15","-92.22","-0.19","0.00","12.00","-510.65","","2018-10-05"
"HEROMOTOCO-2M","2759.15","13400.00","209992.00","-0.85","-11.24","-15.64","-19.75","-26.44","2885.63","2875.83","3038.32","3003.35","3105.46","3063.36","3175.25","3139.87","3201.86","3202.48","3360.56","3309.49","3519.17","3471.83","3400.45","2810.47","3105.46","-108.14","-71.69","-36.45","29.47","11.99","44.47","23.81","13.81","20.42","-100.30","3069.16","68.35","90.27","-92.66","-0.19","0.00","10.89","-511.50","","2018-10-05"
"HESTERBIO","1104.85","6927.00","5574.40","-1.94","-0.92","-12.90","-13.75","4.30","1104.63","1113.51","1144.41","1142.99","1182.69","1167.02","1229.70","1197.16","1229.65","1220.85","1246.67","1267.96","1451.35","1310.87","1318.99","1046.38","1182.69","-43.09","-36.42","-6.66","15.27","20.74","22.02","34.19","54.27","39.66","40.47","1163.85","32.00","52.39","-78.03","-0.15","75.07","91.69","-163.70","","2018-10-05"
"HEXATRADEX","28.90","3545.00","4411.42","0.17","-9.83","-23.14","-4.62","11.15","29.42","29.80","33.12","32.01","34.60","32.90","34.06","33.55","33.29","34.08","34.39","35.89","46.38","38.90","41.53","27.66","34.60","-1.45","-0.52","-0.93","22.93","15.51","32.05","33.19","29.10","18.55","-100.72","34.79","2.30","2.05","-88.85","-0.06","45.54","36.73","-8.70","","2018-10-05"
"HEXAWARE","408.95","1839671.00","3451968.98","0.01","-6.10","-4.88","-12.68","53.19","422.43","420.53","439.02","432.99","443.53","438.52","448.20","445.25","455.59","448.54","456.46","445.21","413.43","408.11","475.84","411.22","443.53","-9.98","-6.36","-3.63","25.45","15.92","36.13","31.96","27.73","35.75","-116.72","461.77","21.85","20.32","-78.86","-0.05","0.35","33.45","-21.00","","2018-10-05"
"HEXAWARE-1M","411.35","3592500.00","4532610.00","0.09","-5.62","-4.72","-11.82","54.24","424.35","422.38","440.27","434.44","444.77","439.85","449.46","446.29","456.62","449.17","455.91","445.00","411.67","407.48","476.77","412.78","444.77","-9.73","-6.20","-3.53","24.25","15.77","35.97","32.07","27.77","36.25","-114.20","464.46","23.90","19.97","-76.89","-0.04","2.59","34.20","-20.40","","2018-10-05"
"HEXAWARE-2M","414.45","24000.00","1074780.00","0.57","-5.51","-4.38","-10.10","50.49","424.39","423.76","441.95","435.77","446.35","441.00","450.31","446.54","455.35","448.33","452.02","442.35","406.55","403.57","479.06","413.64","446.35","-9.20","-5.37","-3.83","20.60","19.03","37.07","34.42","29.00","29.62","-102.43","468.95","14.45","16.22","-81.20","0.00","15.96","38.65","-19.00","","2018-10-05"
